id,item_group_id,title,description,link,image_link,price,availability,condition,google_product_category,product_type,additional_image_link,sale_price,brand,gender,age_group,size,size_type,shipping,custom_label_0,adwords_redirect
CLASSROOM,SPYDER,The Class Room,Live Trading and Education with a talented group of mentors.,https://whop.com/checkout/plan_n9NbbxfFeIW95/,https://pbs.twimg.com/commerce_product_img/1661409851493187585/Q9du2ERn?format=jpg&name=orig,80,in stock,new,Software > Computer Software,,,,Spyder Academy,,adult,,,,Bestseller,
